contract,category
20113336,Serviço De Diagnóstico
20113338,Serviço De Diagnóstico
20113339,Serviço De Diagnóstico
20113340,Serviço De Diagnóstico
20113341,Serviço De Diagnóstico
20113343,Serviço De Diagnóstico
20113344,Serviço De Diagnóstico
20113345,Serviço De Diagnóstico
20113346,Serviço De Diagnóstico
20113347,Serviço De Diagnóstico
20113348,Serviço De Diagnóstico
20113349,Serviço De Diagnóstico
20113350,Serviço De Diagnóstico
20113352,Consultório Médico/Clínica
20113353,Serviço De Diagnóstico
20113354,Serviço De Diagnóstico
20113355,Serviço De Terapia
20113356,Serviço De Diagnóstico
20113357,Serviço De Diagnóstico
20113358,Serviço De Diagnóstico
20113360,Serviço De Diagnóstico
20113361,Serviço De Diagnóstico
20113362,Serviço De Diagnóstico
20113363,Serviço De Diagnóstico
20113365,Serviço De Diagnóstico
20113366,Serviço De Diagnóstico
20113367,Consultório Médico/Clínica
20113367,Serviço De Diagnóstico
20113368,Consultório Médico/Clínica
20113368,Serviço De Terapia
20113369,Serviço De Diagnóstico
20113370,Serviço De Diagnóstico
20113372,Serviço De Diagnóstico
20113373,Serviço De Diagnóstico
20113374,Serviço De Diagnóstico
20113375,Serviço De Diagnóstico
20113376,Serviço De Diagnóstico
20113377,Serviço De Diagnóstico
20113378,Serviço De Diagnóstico
20113379,Serviço De Diagnóstico
20113380,Serviço De Diagnóstico
30000052,Consultório Médico/Clínica
30000590,Consultório Médico/Clínica
30000736,Consultório Médico/Clínica
30000752,Consultório Médico/Clínica
30000841,Consultório Médico/Clínica
30000850,Consultório Médico/Clínica
30000850,Serviço De Diagnóstico
30000876,Consultório Médico/Clínica
30000876,Serviço De Terapia
30000884,Consultório Médico/Clínica
30000884,Serviço De Diagnóstico
30000906,Consultório Médico/Clínica
30000906,Serviço De Diagnóstico
30000906,Serviço De Terapia
30000914,Consultório Médico/Clínica
30001023,Serviço De Terapia
30001040,Consultório Médico/Clínica
30001040,Serviço De Terapia
30001120,Consultório Médico/Clínica
30001120,Serviço De Diagnóstico
30001163,Consultório Médico/Clínica
30001163,Serviço De Terapia
30001171,Consultório Médico/Clínica
30001171,Serviço De Terapia
30001309,Serviço De Diagnóstico
30001333,Consultório Médico/Clínica
30001422,Consultório Médico/Clínica
30001430,Consultório Médico/Clínica
30001481,Consultório Médico/Clínica
30001481,Serviço De Diagnóstico
30001490,Consultório Médico/Clínica
30001520,Consultório Médico/Clínica
30001554,Consultório Médico/Clínica
30001562,Consultório Médico/Clínica
30001562,Serviço De Diagnóstico
30001562,Serviço De Terapia
30001589,Consultório Médico/Clínica
30001589,Serviço De Diagnóstico
30001589,Serviço De Terapia
30001635,Consultório Médico/Clínica
30001660,Consultório Médico/Clínica
30001678,Consultório Médico/Clínica
30001708,Consultório Médico/Clínica
30001708,Serviço De Terapia
30001724,Consultório Médico/Clínica
30001724,Serviço De Terapia
30001732,Consultório Médico/Clínica
30001740,Consultório Médico/Clínica
30001813,Consultório Médico/Clínica
30001848,Consultório Médico/Clínica
30001848,Serviço De Diagnóstico
30001848,Serviço De Terapia
30001856,Consultório Médico/Clínica
30001856,Serviço De Terapia
30001864,Consultório Médico/Clínica
30001864,Serviço De Diagnóstico
30001864,Serviço De Terapia
30001880,Consultório Médico/Clínica
30002109,Consultório Médico/Clínica
30002125,Consultório Médico/Clínica
30002168,Consultório Médico/Clínica
30002168,Serviço De Diagnóstico
30002168,Serviço De Terapia
30002184,Consultório Médico/Clínica
30002184,Serviço De Diagnóstico
30002184,Serviço De Terapia
30002192,Consultório Médico/Clínica
30002192,Serviço De Diagnóstico
30002206,Consultório Médico/Clínica
30002206,Serviço De Diagnóstico
30002206,Serviço De Terapia
30002214,Consultório Médico/Clínica
30002222,Consultório Médico/Clínica
30002222,Serviço De Diagnóstico
30002222,Serviço De Terapia
30002249,Consultório Médico/Clínica
30002281,Consultório Médico/Clínica
30002311,Consultório Médico/Clínica
30002320,Consultório Médico/Clínica
30002320,Serviço De Terapia
30002338,Consultório Médico/Clínica
30002397,Consultório Médico/Clínica
30002478,Consultório Médico/Clínica
30002478,Serviço De Diagnóstico
30002494,Consultório Médico/Clínica
30002575,Consultório Médico/Clínica
30002575,Serviço De Terapia
30002605,Consultório Médico/Clínica
30002613,Consultório Médico/Clínica
30002613,Pronto-Socorro
30002613,Serviço De Diagnóstico
30002621,Consultório Médico/Clínica
30002630,Consultório Médico/Clínica
30002630,Pronto-Socorro
30002630,Serviço De Diagnóstico
30002664,Consultório Médico/Clínica
30002737,Consultório Médico/Clínica
30002745,Consultório Médico/Clínica
30002753,Consultório Médico/Clínica
30002770,Consultório Médico/Clínica
30002770,Serviço De Terapia
30002796,Consultório Médico/Clínica
30002800,Consultório Médico/Clínica
30002826,Consultório Médico/Clínica
30002842,Consultório Médico/Clínica
30002842,Serviço De Terapia
30002850,Consultório Médico/Clínica
30002940,Consultório Médico/Clínica
30002940,Serviço De Diagnóstico
30003008,Consultório Médico/Clínica
30003008,Serviço De Diagnóstico
30003008,Serviço De Terapia
30004098,Consultório Médico/Clínica
30004101,Consultório Médico/Clínica
30004101,Serviço De Diagnóstico
30004136,Consultório Médico/Clínica
30004160,Consultório Médico/Clínica
30004217,Consultório Médico/Clínica
30004330,Consultório Médico/Clínica
30004349,Consultório Médico/Clínica
30004357,Consultório Médico/Clínica
30004365,Consultório Médico/Clínica
30004373,Consultório Médico/Clínica
30004373,Serviço De Diagnóstico
30004390,Consultório Médico/Clínica
30004390,Serviço De Terapia
30004446,Consultório Médico/Clínica
30004462,Consultório Médico/Clínica
30004462,Serviço De Terapia
30004519,Consultório Médico/Clínica
30004535,Consultório Médico/Clínica
30004535,Serviço De Diagnóstico
30004551,Serviço De Diagnóstico
30004560,Consultório Médico/Clínica
30004578,Consultório Médico/Clínica
30004586,Consultório Médico/Clínica
30004586,Serviço De Diagnóstico
30004608,Consultório Médico/Clínica
30004608,Serviço De Diagnóstico
30004616,Consultório Médico/Clínica
30004632,Consultório Médico/Clínica
30004667,Consultório Médico/Clínica
30004675,Consultório Médico/Clínica
30004713,Consultório Médico/Clínica
30004764,Consultório Médico/Clínica
30004802,Consultório Médico/Clínica
30004802,Serviço De Diagnóstico
30004853,Consultório Médico/Clínica
30004853,Serviço De Terapia
30004888,Consultório Médico/Clínica
30004888,Serviço De Terapia
30004926,Consultório Médico/Clínica
30004942,Consultório Médico/Clínica
30004977,Consultório Médico/Clínica
30004977,Serviço De Diagnóstico
30004977,Serviço De Terapia
30005000,Consultório Médico/Clínica
30005035,Consultório Médico/Clínica
30005035,Serviço De Diagnóstico
30005043,Consultório Médico/Clínica
30005056,Consultório Médico/Clínica
30005167,Consultório Médico/Clínica
30005183,Consultório Médico/Clínica
30005183,Serviço De Diagnóstico
30005183,Serviço De Terapia
30005191,Consultório Médico/Clínica
30005264,Consultório Médico/Clínica
30005329,Consultório Médico/Clínica
30005329,Serviço De Diagnóstico
30005329,Serviço De Terapia
30005345,Consultório Médico/Clínica
30005353,Consultório Médico/Clínica
30005361,Consultório Médico/Clínica
30005361,Serviço De Diagnóstico
30005361,Serviço De Terapia
30005388,Consultório Médico/Clínica
30005388,Serviço De Terapia
30005426,Consultório Médico/Clínica
30005426,Serviço De Diagnóstico
30005469,Consultório Médico/Clínica
30005477,Consultório Médico/Clínica
30005493,Consultório Médico/Clínica
30005507,Consultório Médico/Clínica
30005515,Consultório Médico/Clínica
30005566,Consultório Médico/Clínica
30005817,Consultório Médico/Clínica
30005884,Consultório Médico/Clínica
30005892,Consultório Médico/Clínica
30005906,Consultório Médico/Clínica
30005914,Consultório Médico/Clínica
30005949,Serviço De Terapia
30005973,Consultório Médico/Clínica
30006007,Serviço De Diagnóstico
30006066,Consultório Médico/Clínica
30006066,Serviço De Diagnóstico
30006104,Consultório Médico/Clínica
30006112,Consultório Médico/Clínica
30006112,Pronto-Socorro
30006368,Serviço De Diagnóstico
30006406,Consultório Médico/Clínica
30006406,Serviço De Diagnóstico
30006406,Serviço De Terapia
30006414,Consultório Médico/Clínica
30006414,Serviço De Diagnóstico
30006414,Serviço De Terapia
30006422,Consultório Médico/Clínica
30006422,Serviço De Terapia
30006481,Consultório Médico/Clínica
30006490,Consultório Médico/Clínica
30006511,Consultório Médico/Clínica
30006511,Serviço De Diagnóstico
30006511,Serviço De Terapia
30006520,Consultório Médico/Clínica
30006546,Consultório Médico/Clínica
30006660,Consultório Médico/Clínica
30006660,Serviço De Diagnóstico
30006660,Serviço De Terapia
30006740,Consultório Médico/Clínica
30006805,Consultório Médico/Clínica
30006813,Consultório Médico/Clínica
30006848,Consultório Médico/Clínica
30006848,Serviço De Terapia
30006899,Consultório Médico/Clínica
30006902,Consultório Médico/Clínica
30006902,Serviço De Diagnóstico
30006910,Consultório Médico/Clínica
30006929,Consultório Médico/Clínica
30006929,Serviço De Diagnóstico
30006996,Consultório Médico/Clínica
30007020,Consultório Médico/Clínica
30007046,Consultório Médico/Clínica
30007054,Consultório Médico/Clínica
30007097,Consultório Médico/Clínica
30007097,Serviço De Diagnóstico
30007100,Consultório Médico/Clínica
30007100,Serviço De Diagnóstico
30007100,Serviço De Terapia
30007194,Consultório Médico/Clínica
30007194,Serviço De Diagnóstico
30007224,Consultório Médico/Clínica
30007283,Consultório Médico/Clínica
30007283,Serviço De Diagnóstico
30007283,Serviço De Terapia
30007313,Consultório Médico/Clínica
30007402,Consultório Médico/Clínica
30007437,Consultório Médico/Clínica
30007437,Serviço De Diagnóstico
30007445,Consultório Médico/Clínica
30007453,Consultório Médico/Clínica
30007461,Consultório Médico/Clínica
30007470,Consultório Médico/Clínica
30007500,Consultório Médico/Clínica
30007500,Serviço De Diagnóstico
30007500,Serviço De Terapia
30007542,Consultório Médico/Clínica
30007577,Consultório Médico/Clínica
30007593,Serviço De Diagnóstico
30007607,Consultório Médico/Clínica
30007607,Serviço De Diagnóstico
30007615,Consultório Médico/Clínica
30007640,Consultório Médico/Clínica
30007658,Consultório Médico/Clínica
30007658,Serviço De Diagnóstico
30007658,Serviço De Terapia
30007739,Consultório Médico/Clínica
30007755,Consultório Médico/Clínica
30007763,Consultório Médico/Clínica
30007780,Consultório Médico/Clínica
30007828,Consultório Médico/Clínica
30007844,Consultório Médico/Clínica
30007887,Consultório Médico/Clínica
30007909,Consultório Médico/Clínica
30007917,Consultório Médico/Clínica
30007941,Consultório Médico/Clínica
30007976,Consultório Médico/Clínica
30007976,Serviço De Diagnóstico
30007976,Serviço De Terapia
30008050,Consultório Médico/Clínica
30008050,Serviço De Diagnóstico
30008107,Consultório Médico/Clínica
30008140,Consultório Médico/Clínica
30008166,Consultório Médico/Clínica
30008182,Hospital
30008182,Maternidade
30008182,Pronto-Socorro
30008247,Consultório Médico/Clínica
30008263,Consultório Médico/Clínica
30008263,Serviço De Diagnóstico
30008271,Consultório Médico/Clínica
30008301,Consultório Médico/Clínica
30008328,Consultório Médico/Clínica
30008328,Serviço De Diagnóstico
30008344,Consultório Médico/Clínica
30008433,Consultório Médico/Clínica
30008433,Serviço De Diagnóstico
30008450,Consultório Médico/Clínica
30008506,Consultório Médico/Clínica
30008506,Serviço De Diagnóstico
30008506,Serviço De Terapia
30008514,Consultório Médico/Clínica
30008549,Consultório Médico/Clínica
30008573,Serviço De Diagnóstico
30008581,Consultório Médico/Clínica
30008590,Consultório Médico/Clínica
30008590,Serviço De Diagnóstico
30008590,Serviço De Terapia
30008638,Consultório Médico/Clínica
30008638,Hospital
30008638,Pronto-Socorro
30008638,Serviço De Diagnóstico
30008638,Serviço De Terapia
30008654,Consultório Médico/Clínica
30008654,Serviço De Terapia
30008670,Consultório Médico/Clínica
30008670,Serviço De Diagnóstico
30008670,Serviço De Terapia
30008751,Consultório Médico/Clínica
30008786,Consultório Médico/Clínica
30008840,Consultório Médico/Clínica
30008891,Consultório Médico/Clínica
30008913,Consultório Médico/Clínica
30009022,Consultório Médico/Clínica
30009022,Serviço De Diagnóstico
30009111,Consultório Médico/Clínica
30009111,Serviço De Terapia
30009120,Consultório Médico/Clínica
30009138,Consultório Médico/Clínica
30009138,Serviço De Diagnóstico
30009138,Serviço De Terapia
30009170,Consultório Médico/Clínica
30011302,Serviço De Terapia
30011329,Serviço De Terapia
30011388,Consultório Médico/Clínica
30011418,Consultório Médico/Clínica
30011477,Consultório Médico/Clínica
30011477,Serviço De Diagnóstico
30011477,Serviço De Terapia
30011507,Consultório Médico/Clínica
30011507,Serviço De Diagnóstico
30011639,Consultório Médico/Clínica
30011728,Consultório Médico/Clínica
30011728,Serviço De Diagnóstico
30011728,Serviço De Terapia
30011744,Consultório Médico/Clínica
30011752,Consultório Médico/Clínica
30011817,Consultório Médico/Clínica
30011841,Consultório Médico/Clínica
30011841,Serviço De Terapia
30012171,Consultório Médico/Clínica
30012171,Serviço De Diagnóstico
30012180,Consultório Médico/Clínica
30012228,Consultório Médico/Clínica
30012228,Serviço De Diagnóstico
30012228,Serviço De Terapia
30012309,Consultório Médico/Clínica
30012317,Consultório Médico/Clínica
30012333,Consultório Médico/Clínica
30012333,Serviço De Terapia
30012384,Consultório Médico/Clínica
30012384,Serviço De Terapia
30012414,Consultório Médico/Clínica
30012414,Serviço De Diagnóstico
30012414,Serviço De Terapia
30012430,Consultório Médico/Clínica
30012481,Consultório Médico/Clínica
30012481,Serviço De Terapia
30012570,Consultório Médico/Clínica
30012627,Serviço De Terapia
30012830,Consultório Médico/Clínica
30012902,Consultório Médico/Clínica
30012937,Consultório Médico/Clínica
30013038,Consultório Médico/Clínica
30013038,Serviço De Diagnóstico
30013160,Consultório Médico/Clínica
30013160,Serviço De Diagnóstico
30013160,Serviço De Terapia
30013186,Consultório Médico/Clínica
30013208,Consultório Médico/Clínica
30013208,Serviço De Terapia
30013240,Consultório Médico/Clínica
30013330,Consultório Médico/Clínica
30013453,Serviço De Diagnóstico
30013690,Consultório Médico/Clínica
30013704,Consultório Médico/Clínica
30013739,Consultório Médico/Clínica
30013739,Serviço De Terapia
30013852,Consultório Médico/Clínica
30013895,Consultório Médico/Clínica
30013895,Serviço De Terapia
30014000,Consultório Médico/Clínica
30014000,Serviço De Diagnóstico
30014000,Serviço De Terapia
30014107,Consultório Médico/Clínica
30014166,Consultório Médico/Clínica
30014220,Serviço De Diagnóstico
30014239,Consultório Médico/Clínica
30014352,Serviço De Diagnóstico
30014441,Consultório Médico/Clínica
30014441,Serviço De Diagnóstico
30014557,Consultório Médico/Clínica
30014697,Serviço De Diagnóstico
30014743,Consultório Médico/Clínica
30014743,Serviço De Terapia
30014751,Consultório Médico/Clínica
30014751,Serviço De Diagnóstico
30014808,Serviço De Diagnóstico
30014980,Serviço De Terapia
30015162,Serviço De Diagnóstico
30015219,Serviço De Diagnóstico
30015227,Consultório Médico/Clínica
30015251,Consultório Médico/Clínica
30015472,Consultório Médico/Clínica
30015553,Consultório Médico/Clínica
30015553,Serviço De Diagnóstico
30015596,Consultório Médico/Clínica
30015596,Serviço De Diagnóstico
30015596,Serviço De Terapia
